"subject","item","target_response","sentence_type","seen_in_training","data_source","mask_added_tokens","stop_at","response","log.RT","correct","voice","model_id","linear","mean_cossim_to_targets","f.score.pre.training","seen_in_training.n","target_response.n","data_source.n","voice.n","linear.n","RT"
"338","96","Object target","perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-17_00-34-31.109362-b","Non-linear",0.0356352630899184,0.609230769230769,0.5,0.5,-0.5,-0.5,0.5,NA
"338","97","Object target","raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-17_00-34-31.109362-b","Non-linear",0.0356352630899184,0.609230769230769,0.5,0.5,-0.5,-0.5,0.5,NA
"338","98","Object target","cleft subject perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-17_00-34-31.109362-b","Non-linear",0.0356352630899184,0.609230769230769,0.5,0.5,-0.5,-0.5,0.5,NA
"338","99","Object target","neg perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-17_00-34-31.109362-b","Non-linear",0.0356352630899184,0.609230769230769,0.5,0.5,-0.5,-0.5,0.5,NA
"338","100","Object target","cleft subject raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-17_00-34-31.109362-b","Non-linear",0.0356352630899184,0.609230769230769,0.5,0.5,-0.5,-0.5,0.5,NA
"338","101","Object target","perfect transitive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.109362-b","Non-linear",0.0356352630899184,0.601941747572816,-0.5,0.5,-0.5,0.5,0.5,NA
"338","102","Object target","raising perfect transitive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.109362-b","Non-linear",0.0356352630899184,0.601941747572816,-0.5,0.5,-0.5,0.5,0.5,NA
"338","103","Object target","cleft subject perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,FALSE,"SVO active","2022-10-17_00-34-31.109362-b","Non-linear",0.0356352630899184,0.601941747572816,-0.5,0.5,-0.5,0.5,0.5,NA
"338","104","Object target","neg perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,FALSE,"SVO active","2022-10-17_00-34-31.109362-b","Non-linear",0.0356352630899184,0.601941747572816,-0.5,0.5,-0.5,0.5,0.5,NA
"338","105","Object target","cleft subject raising perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,FALSE,"SVO active","2022-10-17_00-34-31.109362-b","Non-linear",0.0356352630899184,0.601941747572816,-0.5,0.5,-0.5,0.5,0.5,NA
"338","106","Object target","perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-17_00-34-31.109362-b","Non-linear",0.0356352630899184,0.609230769230769,-0.5,0.5,-0.5,-0.5,0.5,NA
"338","107","Object target","raising perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-17_00-34-31.109362-b","Non-linear",0.0356352630899184,0.609230769230769,-0.5,0.5,-0.5,-0.5,0.5,NA
"338","108","Object target","cleft subject perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-17_00-34-31.109362-b","Non-linear",0.0356352630899184,0.609230769230769,-0.5,0.5,-0.5,-0.5,0.5,NA
"338","109","Object target","neg perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-17_00-34-31.109362-b","Non-linear",0.0356352630899184,0.609230769230769,-0.5,0.5,-0.5,-0.5,0.5,NA
"338","110","Object target","cleft subject raising perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-17_00-34-31.109362-b","Non-linear",0.0356352630899184,0.609230769230769,-0.5,0.5,-0.5,-0.5,0.5,NA
"338","111","Object target","perfect transitive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.109362-b","Non-linear",0.0356352630899184,0.601941747572816,-0.5,0.5,-0.5,0.5,0.5,NA
"338","112","Object target","raising perfect transitive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.109362-b","Non-linear",0.0356352630899184,0.601941747572816,-0.5,0.5,-0.5,0.5,0.5,NA
"338","113","Object target","cleft subject perfect transitive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.109362-b","Non-linear",0.0356352630899184,0.601941747572816,-0.5,0.5,-0.5,0.5,0.5,NA
"338","114","Object target","neg perfect transitive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.109362-b","Non-linear",0.0356352630899184,0.601941747572816,-0.5,0.5,-0.5,0.5,0.5,NA
"338","115","Object target","cleft subject raising perfect transitive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.109362-b","Non-linear",0.0356352630899184,0.601941747572816,-0.5,0.5,-0.5,0.5,0.5,NA
"338","116","Object target","perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-17_00-34-31.109362-b","Non-linear",0.0356352630899184,0.609230769230769,-0.5,0.5,-0.5,-0.5,0.5,NA
"338","117","Object target","raising perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-17_00-34-31.109362-b","Non-linear",0.0356352630899184,0.609230769230769,-0.5,0.5,-0.5,-0.5,0.5,NA
"338","118","Object target","cleft subject perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-17_00-34-31.109362-b","Non-linear",0.0356352630899184,0.609230769230769,-0.5,0.5,-0.5,-0.5,0.5,NA
"338","119","Object target","neg perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-17_00-34-31.109362-b","Non-linear",0.0356352630899184,0.609230769230769,-0.5,0.5,-0.5,-0.5,0.5,NA
"338","120","Object target","cleft subject raising perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-17_00-34-31.109362-b","Non-linear",0.0356352630899184,0.609230769230769,-0.5,0.5,-0.5,-0.5,0.5,NA
"339","1","Subject target","perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,0.5,-0.5,-0.5,0.5,0.5,NA
"339","2","Subject target","raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,0.5,-0.5,-0.5,0.5,0.5,NA
"339","3","Subject target","cleft subject perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,0.5,-0.5,-0.5,0.5,0.5,NA
"339","4","Subject target","neg perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,0.5,-0.5,-0.5,0.5,0.5,NA
"339","5","Subject target","cleft subject raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,0.5,-0.5,-0.5,0.5,0.5,NA
"339","6","Subject target","perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,0.5,-0.5,-0.5,-0.5,0.5,NA
"339","7","Subject target","raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,0.5,-0.5,-0.5,-0.5,0.5,NA
"339","8","Subject target","cleft subject perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,0.5,-0.5,-0.5,-0.5,0.5,NA
"339","9","Subject target","neg perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,0.5,-0.5,-0.5,-0.5,0.5,NA
"339","10","Subject target","cleft subject raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,0.5,-0.5,-0.5,-0.5,0.5,NA
"339","11","Subject target","perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,0.5,-0.5,-0.5,0.5,0.5,NA
"339","12","Subject target","raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,0.5,-0.5,-0.5,0.5,0.5,NA
"339","13","Subject target","cleft subject perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,0.5,-0.5,-0.5,0.5,0.5,NA
"339","14","Subject target","neg perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,0.5,-0.5,-0.5,0.5,0.5,NA
"339","15","Subject target","cleft subject raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,0.5,-0.5,-0.5,0.5,0.5,NA
"339","16","Subject target","perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,0.5,-0.5,-0.5,-0.5,0.5,NA
"339","17","Subject target","raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,0.5,-0.5,-0.5,-0.5,0.5,NA
"339","18","Subject target","cleft subject perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,0.5,-0.5,-0.5,-0.5,0.5,NA
"339","19","Subject target","neg perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,0.5,-0.5,-0.5,-0.5,0.5,NA
"339","20","Subject target","cleft subject raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,0.5,-0.5,-0.5,-0.5,0.5,NA
"339","21","Subject target","perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,0.5,-0.5,-0.5,0.5,0.5,NA
"339","22","Subject target","raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,0.5,-0.5,-0.5,0.5,0.5,NA
"339","23","Subject target","cleft subject perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,0.5,-0.5,-0.5,0.5,0.5,NA
"339","24","Subject target","neg perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,0.5,-0.5,-0.5,0.5,0.5,NA
"339","25","Subject target","cleft subject raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,0.5,-0.5,-0.5,0.5,0.5,NA
"339","26","Subject target","perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,0.5,-0.5,-0.5,-0.5,0.5,NA
"339","27","Subject target","raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,0.5,-0.5,-0.5,-0.5,0.5,NA
"339","28","Subject target","cleft subject perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,0.5,-0.5,-0.5,-0.5,0.5,NA
"339","29","Subject target","neg perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,0.5,-0.5,-0.5,-0.5,0.5,NA
"339","30","Subject target","cleft subject raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,0.5,-0.5,-0.5,-0.5,0.5,NA
"339","31","Subject target","perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,0.5,-0.5,-0.5,0.5,0.5,NA
"339","32","Subject target","raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,0.5,-0.5,-0.5,0.5,0.5,NA
"339","33","Subject target","cleft subject perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,0.5,-0.5,-0.5,0.5,0.5,NA
"339","34","Subject target","neg perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,0.5,-0.5,-0.5,0.5,0.5,NA
"339","35","Subject target","cleft subject raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,0.5,-0.5,-0.5,0.5,0.5,NA
"339","36","Subject target","perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,0.5,-0.5,-0.5,-0.5,0.5,NA
"339","37","Subject target","raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,0.5,-0.5,-0.5,-0.5,0.5,NA
"339","38","Subject target","cleft subject perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,0.5,-0.5,-0.5,-0.5,0.5,NA
"339","39","Subject target","neg perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,0.5,-0.5,-0.5,-0.5,0.5,NA
"339","40","Subject target","cleft subject raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,0.5,-0.5,-0.5,-0.5,0.5,NA
"339","41","Subject target","perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,-0.5,-0.5,-0.5,0.5,0.5,NA
"339","42","Subject target","raising perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,-0.5,-0.5,-0.5,0.5,0.5,NA
"339","43","Subject target","cleft subject perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,-0.5,-0.5,-0.5,0.5,0.5,NA
"339","44","Subject target","neg perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,-0.5,-0.5,-0.5,0.5,0.5,NA
"339","45","Subject target","cleft subject raising perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,-0.5,-0.5,-0.5,0.5,0.5,NA
"339","46","Subject target","perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,-0.5,-0.5,-0.5,-0.5,0.5,NA
"339","47","Subject target","raising perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,-0.5,-0.5,-0.5,-0.5,0.5,NA
"339","48","Subject target","cleft subject perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,-0.5,-0.5,-0.5,-0.5,0.5,NA
"339","49","Subject target","neg perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,-0.5,-0.5,-0.5,-0.5,0.5,NA
"339","50","Subject target","cleft subject raising perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,-0.5,-0.5,-0.5,-0.5,0.5,NA
"339","51","Subject target","perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,-0.5,-0.5,-0.5,0.5,0.5,NA
"339","52","Subject target","raising perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,-0.5,-0.5,-0.5,0.5,0.5,NA
"339","53","Subject target","cleft subject perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,-0.5,-0.5,-0.5,0.5,0.5,NA
"339","54","Subject target","neg perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,-0.5,-0.5,-0.5,0.5,0.5,NA
"339","55","Subject target","cleft subject raising perfect transitive","Unseen","BERT","Don't mask blork","convergence","[subj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.282051282051282,-0.5,-0.5,-0.5,0.5,0.5,NA
"339","56","Subject target","perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,-0.5,-0.5,-0.5,-0.5,0.5,NA
"339","57","Subject target","raising perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,-0.5,-0.5,-0.5,-0.5,0.5,NA
"339","58","Subject target","cleft subject perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,-0.5,-0.5,-0.5,-0.5,0.5,NA
"339","59","Subject target","neg perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,-0.5,-0.5,-0.5,-0.5,0.5,NA
"339","60","Subject target","cleft subject raising perfect passive","Unseen","BERT","Don't mask blork","convergence","[obj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,NA,-0.5,-0.5,-0.5,-0.5,0.5,NA
"339","61","Object target","perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.461538461538462,0.5,0.5,-0.5,0.5,0.5,NA
"339","62","Object target","raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.461538461538462,0.5,0.5,-0.5,0.5,0.5,NA
"339","63","Object target","cleft subject perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.461538461538462,0.5,0.5,-0.5,0.5,0.5,NA
"339","64","Object target","neg perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.461538461538462,0.5,0.5,-0.5,0.5,0.5,NA
"339","65","Object target","cleft subject raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.461538461538462,0.5,0.5,-0.5,0.5,0.5,NA
"339","66","Object target","perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.613636363636364,0.5,0.5,-0.5,-0.5,0.5,NA
"339","67","Object target","raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.613636363636364,0.5,0.5,-0.5,-0.5,0.5,NA
"339","68","Object target","cleft subject perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.613636363636364,0.5,0.5,-0.5,-0.5,0.5,NA
"339","69","Object target","neg perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.613636363636364,0.5,0.5,-0.5,-0.5,0.5,NA
"339","70","Object target","cleft subject raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.613636363636364,0.5,0.5,-0.5,-0.5,0.5,NA
"339","71","Object target","perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.461538461538462,0.5,0.5,-0.5,0.5,0.5,NA
"339","72","Object target","raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.461538461538462,0.5,0.5,-0.5,0.5,0.5,NA
"339","73","Object target","cleft subject perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.461538461538462,0.5,0.5,-0.5,0.5,0.5,NA
"339","74","Object target","neg perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.461538461538462,0.5,0.5,-0.5,0.5,0.5,NA
"339","75","Object target","cleft subject raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.461538461538462,0.5,0.5,-0.5,0.5,0.5,NA
"339","76","Object target","perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.613636363636364,0.5,0.5,-0.5,-0.5,0.5,NA
"339","77","Object target","raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.613636363636364,0.5,0.5,-0.5,-0.5,0.5,NA
"339","78","Object target","cleft subject perfect passive","Seen","BERT","Don't mask blork","convergence","[subj]",NA,FALSE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.613636363636364,0.5,0.5,-0.5,-0.5,0.5,NA
"339","79","Object target","neg perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.613636363636364,0.5,0.5,-0.5,-0.5,0.5,NA
"339","80","Object target","cleft subject raising perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.613636363636364,0.5,0.5,-0.5,-0.5,0.5,NA
"339","81","Object target","perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.461538461538462,0.5,0.5,-0.5,0.5,0.5,NA
"339","82","Object target","raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.461538461538462,0.5,0.5,-0.5,0.5,0.5,NA
"339","83","Object target","cleft subject perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.461538461538462,0.5,0.5,-0.5,0.5,0.5,NA
"339","84","Object target","neg perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.461538461538462,0.5,0.5,-0.5,0.5,0.5,NA
"339","85","Object target","cleft subject raising perfect transitive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"SVO active","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.461538461538462,0.5,0.5,-0.5,0.5,0.5,NA
"339","86","Object target","perfect passive","Seen","BERT","Don't mask blork","convergence","[obj]",NA,TRUE,"OVS passive","2022-10-17_00-34-31.503640-b","Non-linear",-0.0070219571288261,0.613636363636364,0.5,0.5,-0.5,-0.5,0.5,NA
