"subject","item","target_response","adverb","seen_in_training","data_source","response","log.RT","correct","voice","mask_added_tokens","stop_at","linear","seen_in_training.n","target_response.n","data_source.n","voice.n","linear.n"
"160","62","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","63","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","63","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","63","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","63","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","64","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","64","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","64","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","64","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","65","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","65","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","65","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","65","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","66","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","66","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","66","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","66","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","67","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","67","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","67","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","67","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","68","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","68","Object target","often","Seen","BERT","[subj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","68","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","68","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","69","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","69","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","69","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","69","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","70","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","70","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","70","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","70","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","71","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","71","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","71","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","71","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","72","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","72","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","72","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","72","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","73","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","73","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","73","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","73","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","74","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","74","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","74","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","74","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","75","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","75","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","75","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","75","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","76","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","76","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","76","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","76","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","77","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","77","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","77","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","77","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","78","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","78","Object target","often","Seen","BERT","[subj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","78","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","78","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","79","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","79","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","79","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","79","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","80","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","80","Object target","often","Seen","BERT","[subj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","80","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","80","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","81","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","81","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","81","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","81","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","82","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","82","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","82","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","82","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","83","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","83","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","83","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","83","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","84","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","84","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","84","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","84","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","85","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","85","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","85","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","85","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","86","Object target","always","Seen","BERT","[subj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","86","Object target","often","Seen","BERT","[subj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","86","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","86","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","87","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","87","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","87","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","87","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","88","Object target","always","Seen","BERT","[subj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","88","Object target","often","Seen","BERT","[subj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","88","Object target","typically","Seen","BERT","[subj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","88","Object target","usually","Seen","BERT","[subj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","89","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","89","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","89","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","89","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","90","Object target","always","Seen","BERT","[subj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","90","Object target","often","Seen","BERT","[subj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","90","Object target","typically","Seen","BERT","[subj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","90","Object target","usually","Seen","BERT","[subj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","91","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","91","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","91","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","91","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","92","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","92","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","92","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","92","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","93","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","93","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","93","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","93","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","94","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","94","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","94","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","94","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","95","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","95","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","95","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","95","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"160","96","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","96","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","96","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","96","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","97","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","97","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","97","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","97","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","98","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","98","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","98","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","98","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","99","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","99","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","99","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","99","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","100","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","100","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","100","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","100","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"160","101","Object target","always","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"160","101","Object target","often","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"160","101","Object target","typically","Unseen","BERT","[subj]",NA,FALSE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"160","101","Object target","usually","Unseen","BERT","[subj]",NA,FALSE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"160","102","Object target","always","Unseen","BERT","[subj]",NA,FALSE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"160","102","Object target","often","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"160","102","Object target","typically","Unseen","BERT","[subj]",NA,FALSE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"160","102","Object target","usually","Unseen","BERT","[subj]",NA,FALSE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"160","103","Object target","always","Unseen","BERT","[subj]",NA,FALSE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"160","103","Object target","often","Unseen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"160","103","Object target","typically","Unseen","BERT","[subj]",NA,FALSE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"160","103","Object target","usually","Unseen","BERT","[subj]",NA,FALSE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"160","104","Object target","always","Unseen","BERT","[subj]",NA,FALSE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"160","104","Object target","often","Unseen","BERT","[subj]",NA,FALSE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"160","104","Object target","typically","Unseen","BERT","[subj]",NA,FALSE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"160","104","Object target","usually","Unseen","BERT","[subj]",NA,FALSE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"160","105","Object target","always","Unseen","BERT","[subj]",NA,FALSE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"160","105","Object target","often","Unseen","BERT","[subj]",NA,FALSE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"160","105","Object target","typically","Unseen","BERT","[subj]",NA,FALSE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"160","105","Object target","usually","Unseen","BERT","[subj]",NA,FALSE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,0.5,0.5
"160","106","Object target","always","Unseen","BERT","[subj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"160","106","Object target","often","Unseen","BERT","[subj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
"160","106","Object target","typically","Unseen","BERT","[subj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,0.5,-0.5,-0.5,0.5
