"subject","item","target_response","adverb","seen_in_training","data_source","response","log.RT","correct","voice","mask_added_tokens","stop_at","linear","seen_in_training.n","target_response.n","data_source.n","voice.n","linear.n"
"190","34","Subject target","typically","Seen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,0.5,0.5
"190","34","Subject target","usually","Seen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,0.5,0.5
"190","35","Subject target","always","Seen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,0.5,0.5
"190","35","Subject target","often","Seen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,0.5,0.5
"190","35","Subject target","typically","Seen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,0.5,0.5
"190","35","Subject target","usually","Seen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,0.5,0.5
"190","36","Subject target","always","Seen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,-0.5,0.5
"190","36","Subject target","often","Seen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,-0.5,0.5
"190","36","Subject target","typically","Seen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,-0.5,0.5
"190","36","Subject target","usually","Seen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,-0.5,0.5
"190","37","Subject target","always","Seen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,-0.5,0.5
"190","37","Subject target","often","Seen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,-0.5,0.5
"190","37","Subject target","typically","Seen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,-0.5,0.5
"190","37","Subject target","usually","Seen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,-0.5,0.5
"190","38","Subject target","always","Seen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,-0.5,0.5
"190","38","Subject target","often","Seen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,-0.5,0.5
"190","38","Subject target","typically","Seen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,-0.5,0.5
"190","38","Subject target","usually","Seen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,-0.5,0.5
"190","39","Subject target","always","Seen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,-0.5,0.5
"190","39","Subject target","often","Seen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,-0.5,0.5
"190","39","Subject target","typically","Seen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,-0.5,0.5
"190","39","Subject target","usually","Seen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,-0.5,0.5
"190","40","Subject target","always","Seen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,-0.5,0.5
"190","40","Subject target","often","Seen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,-0.5,0.5
"190","40","Subject target","typically","Seen","BERT","[subj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,-0.5,0.5
"190","40","Subject target","usually","Seen","BERT","[subj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,-0.5,-0.5,-0.5,0.5
"190","41","Subject target","always","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","41","Subject target","often","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","41","Subject target","typically","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","41","Subject target","usually","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","42","Subject target","always","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","42","Subject target","often","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","42","Subject target","typically","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","42","Subject target","usually","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","43","Subject target","always","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","43","Subject target","often","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","43","Subject target","typically","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","43","Subject target","usually","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","44","Subject target","always","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","44","Subject target","often","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","44","Subject target","typically","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","44","Subject target","usually","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","45","Subject target","always","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","45","Subject target","often","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","45","Subject target","typically","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","45","Subject target","usually","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","46","Subject target","always","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","46","Subject target","often","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","46","Subject target","typically","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","46","Subject target","usually","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","47","Subject target","always","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","47","Subject target","often","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","47","Subject target","typically","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","47","Subject target","usually","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","48","Subject target","always","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","48","Subject target","often","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","48","Subject target","typically","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","48","Subject target","usually","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","49","Subject target","always","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","49","Subject target","often","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","49","Subject target","typically","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","49","Subject target","usually","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","50","Subject target","always","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","50","Subject target","often","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","50","Subject target","typically","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","50","Subject target","usually","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","51","Subject target","always","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","51","Subject target","often","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","51","Subject target","typically","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","51","Subject target","usually","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","52","Subject target","always","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","52","Subject target","often","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","52","Subject target","typically","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","52","Subject target","usually","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","53","Subject target","always","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","53","Subject target","often","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","53","Subject target","typically","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","53","Subject target","usually","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","54","Subject target","always","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","54","Subject target","often","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","54","Subject target","typically","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","54","Subject target","usually","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","55","Subject target","always","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","55","Subject target","often","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","55","Subject target","typically","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","55","Subject target","usually","Unseen","BERT","[subj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,0.5,0.5
"190","56","Subject target","always","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","56","Subject target","often","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","56","Subject target","typically","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","56","Subject target","usually","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","57","Subject target","always","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","57","Subject target","often","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","57","Subject target","typically","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","57","Subject target","usually","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","58","Subject target","always","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","58","Subject target","often","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","58","Subject target","typically","Unseen","BERT","[subj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","58","Subject target","usually","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","59","Subject target","always","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","59","Subject target","often","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","59","Subject target","typically","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","59","Subject target","usually","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","60","Subject target","always","Unseen","BERT","[obj]",NA,FALSE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","60","Subject target","often","Unseen","BERT","[subj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","60","Subject target","typically","Unseen","BERT","[subj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","60","Subject target","usually","Unseen","BERT","[subj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",-0.5,-0.5,-0.5,-0.5,0.5
"190","61","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","61","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","61","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","61","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","62","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","62","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","62","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","62","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","63","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","63","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","63","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","63","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","64","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","64","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","64","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","64","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","65","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","65","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","65","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","65","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","66","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"190","66","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"190","66","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"190","66","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"190","67","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"190","67","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"190","67","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"190","67","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"190","68","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"190","68","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"190","68","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"190","68","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"190","69","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"190","69","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"190","69","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"190","69","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"190","70","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"190","70","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"190","70","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"190","70","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"190","71","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","71","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","71","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","71","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","72","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","72","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","72","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","72","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","73","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","73","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","73","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","73","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","74","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","74","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","74","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","74","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","75","Object target","always","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","75","Object target","often","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","75","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","75","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"SVO active","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,0.5,0.5
"190","76","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"190","76","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"190","76","Object target","typically","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"190","76","Object target","usually","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"190","77","Object target","always","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
"190","77","Object target","often","Seen","BERT","[obj]",NA,TRUE,"OVS passive","Don't mask blork","convergence","Non-linear",0.5,0.5,-0.5,-0.5,0.5
